"id","name","author","title","description","url","urlToImage","publishedAt","content"
NA,"Gothamist.com","Claire Lampen","A Fake Facebook Group Has Been Co-Opting DSA Candidates To Trick Liberals Into Voting For Third Parties","Attention, voters: If, while scrolling Facebook today, you happen to see a strange meme of Bernie Sanders commanding you to embrace Democratic Socialism or ""go drink from a dirty river,"" please be advised that this message has not been sanctioned by the Senat…","http://gothamist.com/2018/11/06/fake_bronx-based_facebook_group_co-.php","http://gothamist.com/assets_c/2018/11/berniesanders110618-thumb-640xauto-1025651.jpg","2018-11-06T16:48:00Z","Attention, voters: If, while scrolling Facebook today, you happen to see a strange meme of Bernie Sanders commanding you to embrace Democratic Socialism or ""go drink from a dirty river,"" please be advised that this message has not been sanctioned by the Senat… [+3637 chars]"
NA,"Typepad.com","Brian Leiter","Watching the midterm election results in America","I found this useful. If the Repugs keep the House of Representatives that will be as shocking as Trump winning in 2016--and maybe even more frightening.","https://leiterreports.typepad.com/blog/2018/11/watching-the-midterm-election-results-in-america.html",NA,"2018-11-06T21:18:00Z","I found this useful. If the Repugs keep the House of Representatives that will be as shocking as Trump winning in 2016--and maybe even more frightening."
NA,"Thinkprogress.org","Luke Barnes","Young activists in Miami are fired up, and they’re not just focused on the midterms","MIAMI, FLORIDA — It’s a muggy afternoon in Fort Lauderdale, Florida, and Easton Harrison is adding to the thousands of doors he’s already knocked on to help get out the vote. Easton is canvassing on behalf of New Florida Majority, a grassroots group dedicated…","https://thinkprogress.org/young-activists-in-miami-are-fired-up-and-theyre-not-just-focused-on-the-midterms-9cc1476ca7bc/","https://thinkprogress.org/wp-content/uploads/2018/11/IMG_4681.jpeg?w=1080&h=720&crop=1","2018-11-06T14:25:30Z","MIAMI, FLORIDA — It’s a muggy afternoon in Fort Lauderdale, Florida, and Easton Harrison is adding to the thousands of doors he’s already knocked on to help get out the vote. Easton is canvassing on behalf of New Florida Majority, a grassroots group dedicated… [+4968 chars]"
NA,"Fastcompany.com","Katharine Schwab","It’s not just you: Google Trends is showing long waits to vote","The Google News Initiative and Pitch Interactive are tracking searches on election day–and revealing that long lines are a serious problem. Today, Americans are heading to the polls for a chance to either show support for the Trump administration and its Repu…","https://www.fastcompany.com/90263332/its-not-just-you-google-trends-is-showing-long-waits-to-vote?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcoexist%2Ffeed+%28Co.Exist%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-90263332-its-not-just-you-google-trends-shows-long-waits-at-the-polls.jpg","2018-11-06T15:45:03Z","Today, Americans are heading to the polls for a chance to either show support for the Trump administration and its Republican Congress or to let the Blue Wave roll in. But first, we all have to wait in line. All over the country, voters are anecdotally report… [+1647 chars]"
NA,"Fastcompany.com","Jesse Witt","Ted Cruz is still using a blacklisted Cambridge Analytica app developer","A Canadian data firm that is under investigation in multiple countries and suspended by Facebook built and maintained Ted Cruz’s campaign apps. In his re-election campaign’s final hours, Senator Ted Cruz (R-TX) is still deploying a smartphone app created by a…","https://www.fastcompany.com/90262252/ted-cruz-still-using-blacklisted-cambridge-analytica-app-developer?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcoexist%2Ffeed+%28Co.Exist%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-2-ted-cruz-CA-app.jpg","2018-11-06T17:59:29Z","In his re-election campaign’s final hours, Senator Ted Cruz (R-TX) is still deploying a smartphone app created by a software team at the heart of the Cambridge Analytica controversy. The app, Cruz Crew, was developed by AggregateIQ, a small Canadian data firm… [+19857 chars]"
"business-insider","Business Insider","Paige Leskin","6 apps to help you make last-minute voting decisions for the midterm elections","The polls for the 2018 Midterm Elections will open as early as 6 a.m. Tuesday in some states, so it's officially crunch time for making your final decisions. So whether you have no idea who's running for your district's congressional seats, or you need a quic…","https://www.businessinsider.com/best-voting-apps-last-minute-decisions-2018-midterm-elections-2018-11","https://amp.businessinsider.com/images/5be090128c35ab1ca425a6e7-2732-1366.jpg","2018-11-06T14:48:06Z","The polls for the 2018 Midterm Elections will open as early as 6 a.m. Tuesday in some states, so it's officially crunch time for making your final decisions. So whether you have no idea who's running for your district's congressional seats, or you need a quic… [+397 chars]"
NA,"Thinkprogress.org","Addy Baird","These young Nevadans are voting for their lives","LAS VEGAS, NEVADA — For nearly a month now, Estefania Pineda’s father has been held by Immigration and Customs Enforcement (ICE) in a facility in California. “He had an altercation with an authority. Not that he did anything wrong or anything, but he was just…","https://thinkprogress.org/young-nevadans-voting-for-their-lives-86db73d62a2b/","https://thinkprogress.org/wp-content/uploads/2018/11/IMG_1522.jpg?w=1280&h=720&crop=1","2018-11-06T12:34:29Z","LAS VEGAS, NEVADA — For nearly a month now, Estefania Pineda’s father has been held by Immigration and Customs Enforcement (ICE) in a facility in California. “He had an altercation with an authority. Not that he did anything wrong or anything, but he was just… [+3060 chars]"
NA,"Vanityfair.com","Gabriel Sherman","“I’m Very Worried About Don Jr.”: Forget the Midterms—West Wing Insiders Brace for the Mueller Storm","In the run-up to the election, Rudy Giuliani was made to shut up. But now, with Trump making excuses for possibly losing the House, officials are bracing for a legal assault.","https://www.vanityfair.com/news/2018/11/west-wing-insiders-brace-for-the-mueller-storm","https://media.vanityfair.com/photos/5be0d8e77d738b4e26033ed1/16:9/w_1200,h_630,c_limit/DTJ-Midterms-Worrisome.jpg","2018-11-06T00:01:51Z","On Friday night, current and former staffers of Donald Trump’s West Wing gathered at Dina Powell’s Manhattan apartment to celebrate Hope Hicks’s 30th birthday. The party also served as a send off for Hicks, who’s moving to Los Angeles to run communications fo… [+3116 chars]"
NA,"Rawstory.com","Tom Boggioni","Watch live: 2018 Midterm election results","Coverage of the 2018 midterm election results look to go way into the night with calls on winners likely to come well after midnight on the west coast. Watch videos below from multiple sources.... The post Watch live: 2018 Midterm election results appeared fi…","https://www.rawstory.com/2018/11/watch-live-2018-midterm-election-results/","https://www.rawstory.com/wp-content/uploads/2018/01/Stacey-Abrams-Screen-Capture-1-800x430.jpg","2018-11-06T22:29:07Z","Coverage of the 2018 midterm election results look to go way into the night with calls on winners likely to come well after midnight on the west coast. Watch videos below from multiple sources."
"the-telegraph","The Telegraph","Camilla Turner","Private schools told to share teachers with local state schools under new Government guidance","Private schools have been told to share teachers with local state schools, amid mounting pressure on them to justify their charitable status.","https://www.telegraph.co.uk/news/2018/11/06/private-schools-told-share-teachers-local-state-schools-new/","https://www.telegraph.co.uk/content/dam/news/2018/11/06/TELEMMGLPICT000158215239-xlarge_trans_NvBQzQNjv4BqB9TNGSg3mw1zIYGf6IZil7zBY8wIVpSnRmRPPGi0eVI.jpeg","2018-11-06T18:36:04Z","L ast month, the Education Secretary told private schools to open up their swimming pools to local primaries as part of a new Government plan to boost swimming lessons. Damian Hinds called on private schools to help children from neighbouring state primaries … [+1025 chars]"
"msnbc","MSNBC","MSNBC.com","Georgia’s election protection group seeing voter confidence after court order","MSNBC’s Trymaine Lee speaks with ProGeorgia’s Tamieka Atkins on Election Day about voter confidence following Brian Kemp’s suppression claims.","https://www.msnbc.com/velshi-ruhle/watch/georgia-s-election-protection-group-seeing-voter-confidence-after-court-order-1363334723933","https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201811/n_vr_brk_trymaine_ga_181106_1920x1080.1200;630;7;70;5.jpg","2018-11-06T18:51:26Z",NA
NA,"Salon.com","Jack Gillum, Jessica Huseman, Mike Tigas, Jeff Kao, Stephen Fowler","Brian Kemp’s office quietly patched security holes in Georgia’s elections system they denied existed","ProPublica found state officials quietly rewriting the voter information website’s computer code","https://www.salon.com/2018/11/06/georgia-officials-quietly-patched-security-holes-they-said-didnt-exist_partner/","https://media.salon.com/2016/12/election-hacking.jpeg-1900x1200.jpg","2018-11-06T18:06:39Z","On Sunday morning, Georgia Secretary of State Brian Kemp unleashed a stunning allegation: State Democrats had committed possible cyber crimes after a tipster told party officials he had found gaping security holes in the states voter information website. The … [+5943 chars]"
NA,"Latimes.com","Molly Hennessy-Fiske","Will the election bring order to Washington? A Texas voter hopes so","Carlos Garza said he hoped the election would help restore order to Washington.
“It’s a shambles right now,” said Garza, 51, after voting in South Texas.
Garza of Weslaco,Texas, works at a car dealership. He isn’t registered with a political party but identif…","http://www.latimes.com/politics/la-na-pol-midterm-election-day-updates-will-the-election-bring-order-to-1541530185-htmlstory.html","https://www.latimes.com/resizer/NC97Jh5WvIypT-JFLW8V_0NisRo=/1200x0/www.trbimg.com/img-5be1e22c/turbine/la-lb-media-img_9035-20181106-104911/900","2018-11-06T18:50:00Z","Jonathan Evans, a wildlife removal specialist in Fayetteville, Ga., said President Trump had not affected his vote. A registered Republican, he was voting for Brian Kemp, the Republican candidate in Georgia’s gubernatorial race, in spite of his feelings about… [+513 chars]"
NA,"Fastcompany.com","Steven Melendez","So, why aren’t we voting with our smartphones already?","Tech investor Bradley Tusk is backing a digital ballot trial in West Virginia, but skeptics say paper ballots are needed for verifiable and secure voting. If tech investor and lobbyist Bradley Tusk gets his way, you might be able to vote in an upcoming electi…","https://www.fastcompany.com/90262632/so-why-arent-we-voting-with-our-smartphones-already?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcoexist%2Ffeed+%28Co.Exist%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-to-boost-turnout-we-need-smartphone-voting-says-tech-fixer-tusk.jpg","2018-11-06T08:00:02Z","If tech investor and lobbyist Bradley Tusk gets his way, you might be able to vote in an upcoming election from the comfort of your own home. Tusk, perhaps best known for his work helping Uber battle taxi regulators in cities around the country, sees smartpho… [+4870 chars]"
NA,"Alternet.org","Noor Al-Sibai, Raw Story","‘Get Out!’: Screaming Election Judge in Texas Threatens to Call Cops on Black Voter","<!-- All divs have been put onto one line because of whitespace issues when rendered inline in browsers --> ""You are rude. You are not following the law,” Lila Guzman shouted. <!-- All divs have been put onto one line because of whitespace issues when rendere…","https://www.alternet.org/get-out-screaming-election-judge-texas-threatens-call-cops-black-voter","https://www.alternet.org/sites/default/files/story_images/screen_shot_2018-11-06_at_10.20.16_am.png","2018-11-06T15:17:00Z","An election judge in Texas was captured on video screaming at a black voter and threatening to call the police when the woman expressed confusion at where she was supposed to vote. Austins KVUE reported that Williamson County election judge and supervisor Lil… [+2017 chars]"
